COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
PLUMAS,2018,Race/ethnicity,Hispanic,All ages,NA,NA
RIVERSIDE,2018,Race/ethnicity,Hispanic,All ages,3932,32.4
SACRAMENTO,2018,Race/ethnicity,Hispanic,All ages,2239,60.1
SAN BENITO,2018,Race/ethnicity,Hispanic,All ages,217,61.5
SAN BERNARDINO,2018,Race/ethnicity,Hispanic,All ages,4602,37.6
SAN DIEGO,2018,Race/ethnicity,Hispanic,All ages,3689,29.5
SAN FRANCISCO,2018,Race/ethnicity,Hispanic,All ages,619,48.1
SAN JOAQUIN,2018,Race/ethnicity,Hispanic,All ages,1676,50.1
SAN LUIS OBISPO,2018,Race/ethnicity,Hispanic,All ages,172,25.6
SAN MATEO,2018,Race/ethnicity,Hispanic,All ages,817,41
SANTA BARBARA,2018,Race/ethnicity,Hispanic,All ages,613,27.3
SANTA CLARA,2018,Race/ethnicity,Hispanic,All ages,2241,41.5
SANTA CRUZ,2018,Race/ethnicity,Hispanic,All ages,296,29.8
SHASTA,2018,Race/ethnicity,Hispanic,All ages,49,26.3
SIERRA,2018,Race/ethnicity,Hispanic,All ages,0,0
SISKIYOU,2018,Race/ethnicity,Hispanic,All ages,12,18.7
SOLANO,2018,Race/ethnicity,Hispanic,All ages,735,59.5
SONOMA,2018,Race/ethnicity,Hispanic,All ages,582,41.9
STANISLAUS,2018,Race/ethnicity,Hispanic,All ages,1272,46.3
SUTTER,2018,Race/ethnicity,Hispanic,All ages,88,24.6
TEHAMA,2018,Race/ethnicity,Hispanic,All ages,57,31.6
TRINITY,2018,Race/ethnicity,Hispanic,All ages,NA,NA
TULARE,2018,Race/ethnicity,Hispanic,All ages,1013,29
TUOLUMNE,2018,Race/ethnicity,Hispanic,All ages,24,38.3
VENTURA,2018,Race/ethnicity,Hispanic,All ages,1248,31.6
YOLO,2018,Race/ethnicity,Hispanic,All ages,307,39.3
YUBA,2018,Race/ethnicity,Hispanic,All ages,72,29.3
CALIFORNIA,2018,Race/ethnicity,Asian/PI,All ages,10326,19.6
ALAMEDA,2018,Race/ethnicity,Asian/PI,All ages,1082,24.4
ALPINE,2018,Race/ethnicity,Asian/PI,All ages,0,0
AMADOR,2018,Race/ethnicity,Asian/PI,All ages,0,0
BUTTE,2018,Race/ethnicity,Asian/PI,All ages,17,18
CALAVERAS,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
COLUSA,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
CONTRA COSTA,2018,Race/ethnicity,Asian/PI,All ages,521,30
DEL NORTE,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
EL DORADO,2018,Race/ethnicity,Asian/PI,All ages,17,27.2
FRESNO,2018,Race/ethnicity,Asian/PI,All ages,248,25.9
GLENN,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
HUMBOLDT,2018,Race/ethnicity,Asian/PI,All ages,17,45.9
IMPERIAL,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
INYO,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
KERN,2018,Race/ethnicity,Asian/PI,All ages,64,17.9
KINGS,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
LAKE,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
LASSEN,2018,Race/ethnicity,Asian/PI,All ages,0,0
LOS ANGELES,2018,Race/ethnicity,Asian/PI,All ages,2221,16.2
MADERA,2018,Race/ethnicity,Asian/PI,All ages,11,NA
MARIN,2018,Race/ethnicity,Asian/PI,All ages,23,15.9
MARIPOSA,2018,Race/ethnicity,Asian/PI,All ages,0,0
MENDOCINO,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
MERCED,2018,Race/ethnicity,Asian/PI,All ages,50,26.5
MODOC,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
MONO,2018,Race/ethnicity,Asian/PI,All ages,22,3531
MONTEREY,2018,Race/ethnicity,Asian/PI,All ages,46,18.3
NAPA,2018,Race/ethnicity,Asian/PI,All ages,31,27.9
NEVADA,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
ORANGE,2018,Race/ethnicity,Asian/PI,All ages,817,14.1
PLACER,2018,Race/ethnicity,Asian/PI,All ages,68,29.9
PLUMAS,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
RIVERSIDE,2018,Race/ethnicity,Asian/PI,All ages,259,18.5
SACRAMENTO,2018,Race/ethnicity,Asian/PI,All ages,940,39.7
SAN BENITO,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
SAN BERNARDINO,2018,Race/ethnicity,Asian/PI,All ages,250,17.5
SAN DIEGO,2018,Race/ethnicity,Asian/PI,All ages,666,19.4
SAN FRANCISCO,2018,Race/ethnicity,Asian/PI,All ages,494,21.1
SAN JOAQUIN,2018,Race/ethnicity,Asian/PI,All ages,387,34.9
SAN LUIS OBISPO,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
SAN MATEO,2018,Race/ethnicity,Asian/PI,All ages,410,20.2
SANTA BARBARA,2018,Race/ethnicity,Asian/PI,All ages,38,21.1
SANTA CLARA,2018,Race/ethnicity,Asian/PI,All ages,870,13.3
SANTA CRUZ,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
SHASTA,2018,Race/ethnicity,Asian/PI,All ages,32,63.3
SIERRA,2018,Race/ethnicity,Asian/PI,All ages,0,0
SISKIYOU,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
SOLANO,2018,Race/ethnicity,Asian/PI,All ages,337,54.7
SONOMA,2018,Race/ethnicity,Asian/PI,All ages,67,35.6
STANISLAUS,2018,Race/ethnicity,Asian/PI,All ages,91,28.9
SUTTER,2018,Race/ethnicity,Asian/PI,All ages,24,16.3
TEHAMA,2018,Race/ethnicity,Asian/PI,All ages,0,0
TRINITY,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
TULARE,2018,Race/ethnicity,Asian/PI,All ages,18,13.8
TUOLUMNE,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
VENTURA,2018,Race/ethnicity,Asian/PI,All ages,69,12.6
YOLO,2018,Race/ethnicity,Asian/PI,All ages,51,21.8
YUBA,2018,Race/ethnicity,Asian/PI,All ages,NA,NA
CALIFORNIA,2018,Race/ethnicity,AI/AN,All ages,683,43.5
ALAMEDA,2018,Race/ethnicity,AI/AN,All ages,22,47.8
ALPINE,2018,Race/ethnicity,AI/AN,All ages,0,0
AMADOR,2018,Race/ethnicity,AI/AN,All ages,NA,NA
BUTTE,2018,Race/ethnicity,AI/AN,All ages,NA,NA
CALAVERAS,2018,Race/ethnicity,AI/AN,All ages,NA,NA
COLUSA,2018,Race/ethnicity,AI/AN,All ages,0,0
CONTRA COSTA,2018,Race/ethnicity,AI/AN,All ages,14,47.8
DEL NORTE,2018,Race/ethnicity,AI/AN,All ages,NA,NA
EL DORADO,2018,Race/ethnicity,AI/AN,All ages,NA,NA
FRESNO,2018,Race/ethnicity,AI/AN,All ages,14,23.9
GLENN,2018,Race/ethnicity,AI/AN,All ages,NA,NA
HUMBOLDT,2018,Race/ethnicity,AI/AN,All ages,42,59.9
IMPERIAL,2018,Race/ethnicity,AI/AN,All ages,0,0
INYO,2018,Race/ethnicity,AI/AN,All ages,NA,NA
KERN,2018,Race/ethnicity,AI/AN,All ages,NA,NA
KINGS,2018,Race/ethnicity,AI/AN,All ages,NA,NA
LAKE,2018,Race/ethnicity,AI/AN,All ages,14,109.3
LASSEN,2018,Race/ethnicity,AI/AN,All ages,NA,NA
LOS ANGELES,2018,Race/ethnicity,AI/AN,All ages,57,31
MADERA,2018,Race/ethnicity,AI/AN,All ages,NA,NA
MARIN,2018,Race/ethnicity,AI/AN,All ages,NA,NA
MARIPOSA,2018,Race/ethnicity,AI/AN,All ages,NA,NA
MENDOCINO,2018,Race/ethnicity,AI/AN,All ages,23,69.4
MERCED,2018,Race/ethnicity,AI/AN,All ages,NA,NA
MODOC,2018,Race/ethnicity,AI/AN,All ages,NA,NA
MONO,2018,Race/ethnicity,AI/AN,All ages,NA,NA
MONTEREY,2018,Race/ethnicity,AI/AN,All ages,NA,NA
NAPA,2018,Race/ethnicity,AI/AN,All ages,NA,NA
NEVADA,2018,Race/ethnicity,AI/AN,All ages,0,0
ORANGE,2018,Race/ethnicity,AI/AN,All ages,12,23
PLACER,2018,Race/ethnicity,AI/AN,All ages,NA,NA
PLUMAS,2018,Race/ethnicity,AI/AN,All ages,NA,NA
RIVERSIDE,2018,Race/ethnicity,AI/AN,All ages,38,33.5
SACRAMENTO,2018,Race/ethnicity,AI/AN,All ages,35,41.4
SAN BENITO,2018,Race/ethnicity,AI/AN,All ages,0,0
SAN BERNARDINO,2018,Race/ethnicity,AI/AN,All ages,173,203.4
SAN DIEGO,2018,Race/ethnicity,AI/AN,All ages,39,26.1
SAN FRANCISCO,2018,Race/ethnicity,AI/AN,All ages,23,145.7
SAN JOAQUIN,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SAN LUIS OBISPO,2018,Race/ethnicity,AI/AN,All ages,0,0
SAN MATEO,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SANTA BARBARA,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SANTA CLARA,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SANTA CRUZ,2018,Race/ethnicity,AI/AN,All ages,0,0
SHASTA,2018,Race/ethnicity,AI/AN,All ages,14,38.8
SIERRA,2018,Race/ethnicity,AI/AN,All ages,0,0
SISKIYOU,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SOLANO,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SONOMA,2018,Race/ethnicity,AI/AN,All ages,14,41.5
STANISLAUS,2018,Race/ethnicity,AI/AN,All ages,NA,NA
SUTTER,2018,Race/ethnicity,AI/AN,All ages,0,0
TEHAMA,2018,Race/ethnicity,AI/AN,All ages,0,0
TRINITY,2018,Race/ethnicity,AI/AN,All ages,0,0
TULARE,2018,Race/ethnicity,AI/AN,All ages,NA,NA
TUOLUMNE,2018,Race/ethnicity,AI/AN,All ages,NA,NA
VENTURA,2018,Race/ethnicity,AI/AN,All ages,0,0
YOLO,2018,Race/ethnicity,AI/AN,All ages,NA,NA
YUBA,2018,Race/ethnicity,AI/AN,All ages,NA,NA
CALIFORNIA,2019,Total population,All ages,All ages,165449,42.6
ALAMEDA,2019,Total population,All ages,All ages,7448,45.8
ALPINE,2019,Total population,All ages,All ages,NA,NA
AMADOR,2019,Total population,All ages,All ages,169,53.2
BUTTE,2019,Total population,All ages,All ages,753,35.5
CALAVERAS,2019,Total population,All ages,All ages,199,58.4
COLUSA,2019,Total population,All ages,All ages,103,45.4
CONTRA COSTA,2019,Total population,All ages,All ages,5910,54.2
DEL NORTE,2019,Total population,All ages,All ages,117,48.9
EL DORADO,2019,Total population,All ages,All ages,539,33.7
FRESNO,2019,Total population,All ages,All ages,6592,63.1
GLENN,2019,Total population,All ages,All ages,118,39.6
HUMBOLDT,2019,Total population,All ages,All ages,614,48
IMPERIAL,2019,Total population,All ages,All ages,1198,60.2
INYO,2019,Total population,All ages,All ages,93,58.1
KERN,2019,Total population,All ages,All ages,4285,46.1
KINGS,2019,Total population,All ages,All ages,753,47.9
LAKE,2019,Total population,All ages,All ages,510,89.8
LASSEN,2019,Total population,All ages,All ages,102,35.2
LOS ANGELES,2019,Total population,All ages,All ages,46804,47.1
MADERA,2019,Total population,All ages,All ages,781,49.1
MARIN,2019,Total population,All ages,All ages,540,22.6
MARIPOSA,2019,Total population,All ages,All ages,63,37.1
MENDOCINO,2019,Total population,All ages,All ages,489,60
MERCED,2019,Total population,All ages,All ages,1690,59.4
MODOC,2019,Total population,All ages,All ages,67,90.8
MONO,2019,Total population,All ages,All ages,51,46.5
MONTEREY,2019,Total population,All ages,All ages,1634,36.4
NAPA,2019,Total population,All ages,All ages,497,36.8
NEVADA,2019,Total population,All ages,All ages,218,27.2
ORANGE,2019,Total population,All ages,All ages,8321,26.9
PLACER,2019,Total population,All ages,All ages,1038,29.8
PLUMAS,2019,Total population,All ages,All ages,86,53.4
RIVERSIDE,2019,Total population,All ages,All ages,9257,39
SACRAMENTO,2019,Total population,All ages,All ages,9011,59.4
SAN BENITO,2019,Total population,All ages,All ages,341,60.6
SAN BERNARDINO,2019,Total population,All ages,All ages,10902,49.5
SAN DIEGO,2019,Total population,All ages,All ages,9873,29.8
SAN FRANCISCO,2019,Total population,All ages,All ages,2673,33.2
SAN JOAQUIN,2019,Total population,All ages,All ages,4390,57.9
SAN LUIS OBISPO,2019,Total population,All ages,All ages,764,31.1
SAN MATEO,2019,Total population,All ages,All ages,1987,25.9
SANTA BARBARA,2019,Total population,All ages,All ages,1228,27.8
SANTA CLARA,2019,Total population,All ages,All ages,4655,23.9
SANTA CRUZ,2019,Total population,All ages,All ages,797,29.4
SHASTA,2019,Total population,All ages,All ages,632,39.8
SIERRA,2019,Total population,All ages,All ages,7,NA
SISKIYOU,2019,Total population,All ages,All ages,148,40.4
SOLANO,2019,Total population,All ages,All ages,2992,70.1
SONOMA,2019,Total population,All ages,All ages,1489,31.5
STANISLAUS,2019,Total population,All ages,All ages,2892,52
SUTTER,2019,Total population,All ages,All ages,274,27.8
TEHAMA,2019,Total population,All ages,All ages,274,47
TRINITY,2019,Total population,All ages,All ages,48,43
TULARE,2019,Total population,All ages,All ages,1996,40.2
TUOLUMNE,2019,Total population,All ages,All ages,186,44
VENTURA,2019,Total population,All ages,All ages,2413,29.8
YOLO,2019,Total population,All ages,All ages,743,34.5
YUBA,2019,Total population,All ages,All ages,328,42.3
CALIFORNIA,2019,Child vs. adult,0–17 years,0–17 years,58467,63.4
ALAMEDA,2019,Child vs. adult,0–17 years,0–17 years,2318,65.9
ALPINE,2019,Child vs. adult,0–17 years,0–17 years,0,0
AMADOR,2019,Child vs. adult,0–17 years,0–17 years,43,78.7
BUTTE,2019,Child vs. adult,0–17 years,0–17 years,196,42.8
CALAVERAS,2019,Child vs. adult,0–17 years,0–17 years,64,92.4
COLUSA,2019,Child vs. adult,0–17 years,0–17 years,42,70.8
CONTRA COSTA,2019,Child vs. adult,0–17 years,0–17 years,1960,79.7
DEL NORTE,2019,Child vs. adult,0–17 years,0–17 years,34,58.7
EL DORADO,2019,Child vs. adult,0–17 years,0–17 years,137,42
FRESNO,2019,Child vs. adult,0–17 years,0–17 years,3586,125.9
GLENN,2019,Child vs. adult,0–17 years,0–17 years,51,69.6
HUMBOLDT,2019,Child vs. adult,0–17 years,0–17 years,129,45.2
IMPERIAL,2019,Child vs. adult,0–17 years,0–17 years,621,111.7
INYO,2019,Child vs. adult,0–17 years,0–17 years,34,85
KERN,2019,Child vs. adult,0–17 years,0–17 years,1802,70
KINGS,2019,Child vs. adult,0–17 years,0–17 years,376,82.2
LAKE,2019,Child vs. adult,0–17 years,0–17 years,125,90.8
LASSEN,2019,Child vs. adult,0–17 years,0–17 years,17,33
LOS ANGELES,2019,Child vs. adult,0–17 years,0–17 years,17185,75.2
MADERA,2019,Child vs. adult,0–17 years,0–17 years,441,105.1
MARIN,2019,Child vs. adult,0–17 years,0–17 years,156,32.1
MARIPOSA,2019,Child vs. adult,0–17 years,0–17 years,11,NA
MENDOCINO,2019,Child vs. adult,0–17 years,0–17 years,124,65
MERCED,2019,Child vs. adult,0–17 years,0–17 years,728,91.6
MODOC,2019,Child vs. adult,0–17 years,0–17 years,13,73.7
MONO,2019,Child vs. adult,0–17 years,0–17 years,19,72.9
MONTEREY,2019,Child vs. adult,0–17 years,0–17 years,681,58.6
NAPA,2019,Child vs. adult,0–17 years,0–17 years,149,53.5
NEVADA,2019,Child vs. adult,0–17 years,0–17 years,55,35.1
ORANGE,2019,Child vs. adult,0–17 years,0–17 years,3092,43.4
PLACER,2019,Child vs. adult,0–17 years,0–17 years,342,47.2
PLUMAS,2019,Child vs. adult,0–17 years,0–17 years,13,41.8
RIVERSIDE,2019,Child vs. adult,0–17 years,0–17 years,3360,56.3
SACRAMENTO,2019,Child vs. adult,0–17 years,0–17 years,2696,74.4
SAN BENITO,2019,Child vs. adult,0–17 years,0–17 years,116,83.5
SAN BERNARDINO,2019,Child vs. adult,0–17 years,0–17 years,3746,64.8
SAN DIEGO,2019,Child vs. adult,0–17 years,0–17 years,3750,45.8
SAN FRANCISCO,2019,Child vs. adult,0–17 years,0–17 years,812,57.3
SAN JOAQUIN,2019,Child vs. adult,0–17 years,0–17 years,1525,76
SAN LUIS OBISPO,2019,Child vs. adult,0–17 years,0–17 years,242,47.6
SAN MATEO,2019,Child vs. adult,0–17 years,0–17 years,547,33.5
SANTA BARBARA,2019,Child vs. adult,0–17 years,0–17 years,419,40.7
SANTA CLARA,2019,Child vs. adult,0–17 years,0–17 years,1343,30
SANTA CRUZ,2019,Child vs. adult,0–17 years,0–17 years,224,37
SHASTA,2019,Child vs. adult,0–17 years,0–17 years,169,45
SIERRA,2019,Child vs. adult,0–17 years,0–17 years,NA,NA
SISKIYOU,2019,Child vs. adult,0–17 years,0–17 years,41,47.6
SOLANO,2019,Child vs. adult,0–17 years,0–17 years,931,93.5
SONOMA,2019,Child vs. adult,0–17 years,0–17 years,411,43.3
STANISLAUS,2019,Child vs. adult,0–17 years,0–17 years,1076,73.3
SUTTER,2019,Child vs. adult,0–17 years,0–17 years,98,39.3
TEHAMA,2019,Child vs. adult,0–17 years,0–17 years,102,66.8
TRINITY,2019,Child vs. adult,0–17 years,0–17 years,14,59.8
TULARE,2019,Child vs. adult,0–17 years,0–17 years,954,66.9
TUOLUMNE,2019,Child vs. adult,0–17 years,0–17 years,63,75.4
VENTURA,2019,Child vs. adult,0–17 years,0–17 years,908,47
YOLO,2019,Child vs. adult,0–17 years,0–17 years,224,43.7
YUBA,2019,Child vs. adult,0–17 years,0–17 years,95,44.1
CALIFORNIA,2019,Child vs. adult,18+ years,18+ years,106982,35.4
ALAMEDA,2019,Child vs. adult,18+ years,18+ years,5130,38.9
ALPINE,2019,Child vs. adult,18+ years,18+ years,NA,NA
AMADOR,2019,Child vs. adult,18+ years,18+ years,126,44.3
BUTTE,2019,Child vs. adult,18+ years,18+ years,557,33
CALAVERAS,2019,Child vs. adult,18+ years,18+ years,135,46.5
COLUSA,2019,Child vs. adult,18+ years,18+ years,61,36.5
CONTRA COSTA,2019,Child vs. adult,18+ years,18+ years,3950,45.3
DEL NORTE,2019,Child vs. adult,18+ years,18+ years,83,45.5
EL DORADO,2019,Child vs. adult,18+ years,18+ years,402,30.8
FRESNO,2019,Child vs. adult,18+ years,18+ years,3006,41.4
GLENN,2019,Child vs. adult,18+ years,18+ years,67,29.2
HUMBOLDT,2019,Child vs. adult,18+ years,18+ years,485,48.9
IMPERIAL,2019,Child vs. adult,18+ years,18+ years,577,42.3
INYO,2019,Child vs. adult,18+ years,18+ years,59,48.7
KERN,2019,Child vs. adult,18+ years,18+ years,2483,37.8
KINGS,2019,Child vs. adult,18+ years,18+ years,377,36
LAKE,2019,Child vs. adult,18+ years,18+ years,385,89.5
LASSEN,2019,Child vs. adult,18+ years,18+ years,85,36
LOS ANGELES,2019,Child vs. adult,18+ years,18+ years,29619,37.3
MADERA,2019,Child vs. adult,18+ years,18+ years,340,29.7
MARIN,2019,Child vs. adult,18+ years,18+ years,384,19.3
MARIPOSA,2019,Child vs. adult,18+ years,18+ years,52,36.4
MENDOCINO,2019,Child vs. adult,18+ years,18+ years,365,58.3
MERCED,2019,Child vs. adult,18+ years,18+ years,962,48.2
MODOC,2019,Child vs. adult,18+ years,18+ years,54,96.7
MONO,2019,Child vs. adult,18+ years,18+ years,32,37.3
MONTEREY,2019,Child vs. adult,18+ years,18+ years,953,28.7
NAPA,2019,Child vs. adult,18+ years,18+ years,348,31
NEVADA,2019,Child vs. adult,18+ years,18+ years,163,24.4
ORANGE,2019,Child vs. adult,18+ years,18+ years,5229,21.2
PLACER,2019,Child vs. adult,18+ years,18+ years,696,23.8
PLUMAS,2019,Child vs. adult,18+ years,18+ years,73,57.4
RIVERSIDE,2019,Child vs. adult,18+ years,18+ years,5897,32.9
SACRAMENTO,2019,Child vs. adult,18+ years,18+ years,6315,54.2
SAN BENITO,2019,Child vs. adult,18+ years,18+ years,225,52.6
SAN BERNARDINO,2019,Child vs. adult,18+ years,18+ years,7156,44.2
SAN DIEGO,2019,Child vs. adult,18+ years,18+ years,6123,24.3
SAN FRANCISCO,2019,Child vs. adult,18+ years,18+ years,1861,24.9
SAN JOAQUIN,2019,Child vs. adult,18+ years,18+ years,2865,51.6
SAN LUIS OBISPO,2019,Child vs. adult,18+ years,18+ years,522,25.4
SAN MATEO,2019,Child vs. adult,18+ years,18+ years,1440,23.2
SANTA BARBARA,2019,Child vs. adult,18+ years,18+ years,809,23.4
SANTA CLARA,2019,Child vs. adult,18+ years,18+ years,3312,21.7
SANTA CRUZ,2019,Child vs. adult,18+ years,18+ years,573,26.7
SHASTA,2019,Child vs. adult,18+ years,18+ years,463,38.1
SIERRA,2019,Child vs. adult,18+ years,18+ years,NA,NA
SISKIYOU,2019,Child vs. adult,18+ years,18+ years,107,37.9
SOLANO,2019,Child vs. adult,18+ years,18+ years,2061,61.9
SONOMA,2019,Child vs. adult,18+ years,18+ years,1078,27.4
STANISLAUS,2019,Child vs. adult,18+ years,18+ years,1816,44.6
SUTTER,2019,Child vs. adult,18+ years,18+ years,176,23.8
TEHAMA,2019,Child vs. adult,18+ years,18+ years,172,40.2
TRINITY,2019,Child vs. adult,18+ years,18+ years,34,37.1
TULARE,2019,Child vs. adult,18+ years,18+ years,1042,31
TUOLUMNE,2019,Child vs. adult,18+ years,18+ years,123,33
VENTURA,2019,Child vs. adult,18+ years,18+ years,1505,23.9
YOLO,2019,Child vs. adult,18+ years,18+ years,519,31.3
YUBA,2019,Child vs. adult,18+ years,18+ years,233,41.6
CALIFORNIA,2019,Age groups,0–4 years,0–4 years,18905,77
ALAMEDA,2019,Age groups,0–4 years,0–4 years,821,84.5
ALPINE,2019,Age groups,0–4 years,0–4 years,0,0
AMADOR,2019,Age groups,0–4 years,0–4 years,17,110.9
BUTTE,2019,Age groups,0–4 years,0–4 years,86,70.2
CALAVERAS,2019,Age groups,0–4 years,0–4 years,21,115.5
COLUSA,2019,Age groups,0–4 years,0–4 years,14,90.1
CONTRA COSTA,2019,Age groups,0–4 years,0–4 years,649,100
DEL NORTE,2019,Age groups,0–4 years,0–4 years,NA,NA
EL DORADO,2019,Age groups,0–4 years,0–4 years,52,65.8
FRESNO,2019,Age groups,0–4 years,0–4 years,1330,173.8
GLENN,2019,Age groups,0–4 years,0–4 years,19,98.8
HUMBOLDT,2019,Age groups,0–4 years,0–4 years,39,52.3
IMPERIAL,2019,Age groups,0–4 years,0–4 years,121,75.6
INYO,2019,Age groups,0–4 years,0–4 years,13,129.2
KERN,2019,Age groups,0–4 years,0–4 years,619,89.1
KINGS,2019,Age groups,0–4 years,0–4 years,136,119.5
LAKE,2019,Age groups,0–4 years,0–4 years,35,95.6
LASSEN,2019,Age groups,0–4 years,0–4 years,NA,NA
LOS ANGELES,2019,Age groups,0–4 years,0–4 years,5401,88.5
MADERA,2019,Age groups,0–4 years,0–4 years,168,149.5
MARIN,2019,Age groups,0–4 years,0–4 years,52,45.4
MARIPOSA,2019,Age groups,0–4 years,0–4 years,NA,NA
MENDOCINO,2019,Age groups,0–4 years,0–4 years,50,99.5
MERCED,2019,Age groups,0–4 years,0–4 years,221,107.1
MODOC,2019,Age groups,0–4 years,0–4 years,NA,NA
MONO,2019,Age groups,0–4 years,0–4 years,11,NA
MONTEREY,2019,Age groups,0–4 years,0–4 years,192,61.2
NAPA,2019,Age groups,0–4 years,0–4 years,55,76.3
NEVADA,2019,Age groups,0–4 years,0–4 years,22,53.6
ORANGE,2019,Age groups,0–4 years,0–4 years,1055,56.2
PLACER,2019,Age groups,0–4 years,0–4 years,118,62.9
PLUMAS,2019,Age groups,0–4 years,0–4 years,NA,NA
RIVERSIDE,2019,Age groups,0–4 years,0–4 years,967,61.7
SACRAMENTO,2019,Age groups,0–4 years,0–4 years,811,82.7
SAN BENITO,2019,Age groups,0–4 years,0–4 years,29,78
SAN BERNARDINO,2019,Age groups,0–4 years,0–4 years,1023,67.3
SAN DIEGO,2019,Age groups,0–4 years,0–4 years,1414,64.1
SAN FRANCISCO,2019,Age groups,0–4 years,0–4 years,344,78.8
SAN JOAQUIN,2019,Age groups,0–4 years,0–4 years,495,94.1
SAN LUIS OBISPO,2019,Age groups,0–4 years,0–4 years,64,48.6
SAN MATEO,2019,Age groups,0–4 years,0–4 years,208,46.4
SANTA BARBARA,2019,Age groups,0–4 years,0–4 years,85,30.5
SANTA CLARA,2019,Age groups,0–4 years,0–4 years,463,39.2
SANTA CRUZ,2019,Age groups,0–4 years,0–4 years,65,43.1
SHASTA,2019,Age groups,0–4 years,0–4 years,49,49.1
SIERRA,2019,Age groups,0–4 years,0–4 years,NA,NA
SISKIYOU,2019,Age groups,0–4 years,0–4 years,14,62.6
SOLANO,2019,Age groups,0–4 years,0–4 years,295,111.9
SONOMA,2019,Age groups,0–4 years,0–4 years,121,47.7
STANISLAUS,2019,Age groups,0–4 years,0–4 years,275,70.3
SUTTER,2019,Age groups,0–4 years,0–4 years,36,52.7
TEHAMA,2019,Age groups,0–4 years,0–4 years,26,60.2
